	decidua_induced abortion_rep1	decidua_induced abortion_rep2	decidua_induced abortion_rep3	decidua_recurrent spontaneous abortion_rep1	decidua_recurrent spontaneous abortion_rep2	decidua_recurrent spontaneous abortion_rep3
C10orf103	0.0	0.0	0.0	0.0	0.0	0.0
C10orf105	0.6363977153441247	0.6447921374849842	0.35690778543854335	0.28110710617265794	0.4695619845486041	0.3131239287450316
C10orf107	2.8119847193516736	2.829027537387707	3.095335410222547	3.1909592961097104	2.2771158940683343	3.1936471774637236
C10orf108	0.6406357343231923	0.7747284546890266	0.6626211547397692	0.7029757433324709	0.8852697849608598	0.6129299330499086
C10orf11	3.1741730883242396	2.8074868195746907	2.4121501234451177	2.577489253787716	1.8800742337187317	2.4683695685745692
C10orf111	0.0	0.0	0.0	0.0	0.0	0.0
C10orf113	0.0	0.0	0.0	0.0	0.0	0.0
C10orf114	1.2094034553155681	0.8677201677452302	1.09932887244062	1.0279679039943248	0.739892160378142	0.944779001711482
C10orf116	5.42211523858581	4.360638179978946	5.051380803112402	4.735034697974147	4.3855207714148845	5.589272120122279
C10orf118	0.6455356630229085	0.8606633057801398	1.3451806079326385	1.2270817946965038	1.9230350537402052	1.7882680828668374
C10orf12	0.21145085564859142	0.2091064532448451	0.3022020511684736	0.35267040158719964	2.005665864693725	0.37883674788296917
C10orf120	0.0	0.0	0.0	0.0	0.0	0.0
C10orf122	0.0	0.0	0.0	0.0	0.04365904950393586	0.0
C10orf125	3.7737642940928313	4.043536991373986	2.901726132650121	2.9210154198810665	2.688513852328999	3.829271148430081
C10orf128	2.798220599627343	3.0145945319707703	3.2399478840584637	3.4265304545296518	3.024929539330016	3.343070917224419
C10orf129	0.1883920620351494	0.0	0.0	0.0	0.0	0.0
C10orf131	0.1828969296123039	0.25197352976582976	0.0	0.22694743691385333	0.29167663386978304	0.0
C10orf136	0.0	0.0	0.2546121824208762	0.17531892055040832	0.09950352994732233	0.14235592498849475
C10orf137	1.4796599940177286	3.1184112261235084	3.0610607199063913	3.516052979419524	2.643225882911822	2.1679808627732036
C10orf140	0.09019234857910519	0.12623692053707436	0.11735008429510867	0.06116623196279647	0.09972690453102537	0.11277978733088714
C10orf2	1.8491425925834952	0.0	2.3280666683840483	1.8726869449978876	0.0	0.0
C10orf25	0.6592560156963914	0.6348868885697598	0.0	0.0	0.0	0.0
C10orf26	4.05345893194152	4.036503333738988	3.9079577951236377	4.544825371143664	4.332829644713387	4.1571650078804065
C10orf27	0.27480911047017015	0.29137016201346944	0.0	0.0	0.0	0.14008756694505548
C10orf28	3.4573066696921715	3.490249210627085	3.535617538639845	3.015058613896806	3.455500826492703	3.6462087489149266
C10orf32	3.8469646096185346	3.484176808834435	3.937730440342409	3.7849436343048017	3.4643807447774564	3.9658673815032763
C10orf32-AS3MT	3.8469646096185346	3.484176808834435	3.937730440342409	3.7849436343048017	3.4643807447774564	3.9658673815032763
C10orf35	1.2173672228415309	1.927016539589788	1.911676244169113	1.3818592279424082	1.8810772426246196	1.5242241892443198
C10orf40	0.023376299375540907	0.0	0.0	0.0	0.0	0.0
C10orf46	2.622857745933725	2.7080658105172697	2.5552689067348298	2.5638073191426547	3.0322278229613255	2.8076557956475487
C10orf47	1.5048745893984643	2.373595318506399	1.93254501306537	2.1302126373772556	3.136936170746923	2.268922395904564
C10orf53	0.0	0.0	0.0	0.0	0.0	0.0
C10orf54	3.622004949414515	5.271089466265599	5.101393749744017	4.815052767102879	4.225159225777366	4.821312245675736
C10orf55	0.0	0.0	0.0	0.0	0.0	0.0
C10orf58	5.584634851519043	5.4452002937418476	5.933421562807628	7.5005710376751	6.4550361857978285	5.84949142548296
C10orf62	0.0	0.08344486179992003	0.0	0.0	0.029888897219904224	0.021754310817332225
C10orf67	0.0274861587676181	0.0	0.0	0.0	0.0	0.008093324762360831
C10orf68	0.8639051570773341	0.4914272781582357	1.217100402396263	0.589175744649215	0.929879601464801	1.1845278644045005
C10orf71	0.0	0.0	0.0	0.0006039184529679705	0.011964982246617533	0.039460594919799016
C10orf76	2.7609809560307914	2.52133221091237	3.1524690087019933	2.9528237011845113	3.0660392335854567	3.261256993120316
C10orf81	0.400789286367224	0.3568953937884924	0.2465321324037785	0.582832473000411	0.17573791576435605	0.1869999631531952
C10orf82	0.1800447168727222	0.0	0.0	0.0	0.0	0.08489139962974279
C10orf88	1.59327249009682	2.2749176214820377	2.4212232992251375	1.5592274784485853	1.9896513093471082	2.0822836156329907
C10orf90	0.0646053198804457	0.0898353278413038	0.06078839953261527	0.09020386827802548	0.08293103201574831	0.0
C10orf91	0.0	0.0	0.13341411950312432	0.34764411491753594	0.17131060547795704	0.0
C10orf95	0.0	1.3979507826236202	1.0532086716365932	0.9558692386160351	1.1237522656419214	0.8844885181659513
C10orf96	0.0	0.0	0.0	0.0	0.0	0.0
C10orf99	0.17126832642879689	0.06998421721124279	0.0	0.2543110390498077	0.0	0.14234285355845247
C11orf1	4.011880234685516	4.12797162961589	3.8574436155251033	3.39030724188995	3.050083716795051	3.648223823147424
C11orf10	9.194153553749038	8.764665950580847	8.554980168001947	8.432767369113906	8.525696975480896	8.871972982687383
C11orf16	0.0	0.0	0.0	0.0	0.0	0.0
C11orf2	5.575723778985269	5.830802925038885	5.758822824764127	5.2060649049178584	5.244613103676139	5.8066101961844545
C11orf20	5.665759424596672	4.761072470788641	4.915554362475519	4.674178141319692	2.983489822049694	4.193424824192705
C11orf21	1.2597967342028658	1.320363365226259	1.5091181416145911	0.0	2.0034655159587778	0.0
C11orf24	4.099699169724274	4.702962227909803	4.356087453849523	4.450881315273369	4.137380561546282	4.341615777989278
C11orf30	1.1778093867277628	1.398399626923031	1.9892443893031608	1.9521210607524002	2.388936183181434	2.0179254702028424
C11orf31	6.568030584223428	5.485191726010844	4.408976738344142	6.547479134360543	6.659239572218319	6.940413444339877
C11orf34	0.16097180425384022	0.0	0.026766779614145548	0.0	0.04580765251062249	0.0
C11orf35	1.2732174731034955	0.0	0.0	0.0	0.0	0.0
C11orf36	0.0	0.027789320385449796	0.0	0.06244227518894953	0.0	0.028046575653811193
C11orf40	0.0	0.0	0.0	0.0	0.0	0.0
C11orf41	0.0	0.049656276020105826	0.015444330853645641	0.0	0.04717847277241589	0.02104002930314783
C11orf42	0.1162779794356656	0.0	0.1821049311728223	0.0	0.15848568431948648	0.0
C11orf45	0.1822880320499226	0.22762649345915026	0.4412975532932079	0.2461867252721833	0.2536795223489394	0.3901834045789142
C11orf46	3.022667862392907	2.5571698865091275	3.2007522933883954	3.0161022527305503	3.2150557272799594	3.361807654079681
C11orf48	6.580023344744201	5.548334892612819	6.477173785753117	6.102128990173155	5.6896346320037186	5.940972460959267
C11orf49	3.6700358453824244	4.071428037805318	4.3364047976848585	3.8421441395830254	3.924422982735239	3.862808425324379
C11orf51	5.907203145675677	0.0	0.0	0.0	0.0	0.0
C11orf52	0.0	0.0	0.0	0.0	0.0	0.0
C11orf53	0.3196514579742743	0.051763542793519766	0.08387425206122208	0.6682071908587419	0.6012305957384455	0.4600505331881236
C11orf54	2.5264169200323883	2.8445121996489298	3.3602561054794133	3.060562786945322	3.8297379546457715	3.145804602375886
C11orf57	2.48578230465007	2.4902800220275263	3.0294723218415345	2.4924274951932395	2.520872274037783	2.941431256435161
C11orf58	4.219160774427724	4.482144830023906	7.195672404389702	6.494113150386186	7.370547925015517	5.186876870679404
C11orf61	1.6742256069065833	2.1113351814238484	6.117198407493947	3.1054668872805906	3.4116445317509023	5.288956484835
C11orf63	0.6275368026898979	1.0297779635352788	1.2924166128513548	1.1038534438161727	1.3749615584768045	1.100513489346527
C11orf65	0.7550901064399994	0.2915788056974283	0.0	0.0	0.0	0.0
C11orf67	6.669480371877427	5.9795155127882165	5.1388717955635235	5.369742153751371	4.7810921343589685	5.7043574147370775
C11orf68	5.008693045238479	5.36151221621028	5.021870552435308	4.852218621553805	4.8041206931281595	5.071144827442108
C11orf70	1.8537242433290886	2.7216045220787084	3.3829037634170276	4.956484191967537	1.9228828707188734	5.910871744813537
C11orf71	1.7191089486097124	1.8088010140935968	2.409255146684838	2.0640274633229843	1.8092786063537027	1.7532279830989188
C11orf73	4.767797789558026	4.756468257063843	4.449554771874827	4.334732728951043	4.700939026164612	5.221192682373091
C11orf74	3.981304690363274	4.131803469319731	4.189887798920394	3.8304581635410773	3.5033996229839817	4.126502120028125
C11orf75	3.110413359269974	3.0613113502916987	2.8875993531794246	3.2194117247901253	3.3202434866144186	3.380183625366021
C11orf80	8.789960684700606	4.829682148808527	4.304518342879742	4.349294500002476	3.83285964131785	4.427820683977133
C11orf82	0.05550207289796926	0.253967489537515	0.22559453348672073	0.1509859234874175	0.16364170658162608	0.2851015150828905
C11orf83	4.16988492602346	3.6780155487368855	3.149072349400254	3.0067773463520346	2.8390646778685404	3.3187738031763483
C11orf84	2.6423018587526053	4.159096310604893	4.090523198371502	3.723493032578587	3.9189776944895134	3.6850430894766806
C11orf85	0.583646162502358	0.0	0.36127315497412704	0.0	0.0	0.10682266236663203
C11orf86	5.1431648160355	2.035212155075655	3.216223580806687	3.549003726656643	2.0862164934438487	3.663219360215453
C11orf87	0.0	0.0	0.006185663476651302	0.0	0.04711270650267433	0.015315865156680314
C11orf88	2.6822743903095057	1.0894642525310645	0.7321397962197155	0.3629467339176271	0.12206026335112598	0.8771128591187967
C11orf9	1.1666511809498015	1.6348998956739647	1.9043299452877531	1.8578377134707873	0.0	1.8172876128154907
C11orf91	8.547619482671738	8.756539643872292	9.230299097592185	9.512309861219897	8.241206196369657	8.988323967920207
C11orf92	0.12380814165826705	0.11620078055695182	0.14122349994994346	0.15764524677918088	0.6596807406007892	0.1989504634290456
C11orf93	0.3092344064426631	0.9313388869180366	1.1923393745440103	0.44463844586285656	0.4851609345832799	1.170463507076113
C11orf94	0.0	0.0	0.0	0.0	0.0	0.0
C11orf95	2.701214126521242	2.5058706099383965	3.834003243882198	4.1553768553388055	3.7224441652897196	3.434353338857195
C11orf96	6.8407527509428885	7.2389110268835655	5.41959619368348	8.102022928611504	7.077755714109647	7.306444533992873
C12orf10	10.078030689363622	9.620382967310492	9.376702785953738	9.659278825002376	8.939438170023285	10.091911357491911
C12orf12	5.618646852342905	0.03186717114028848	0.0	5.8605829606246695	0.0	0.0
C12orf23	4.021204309828088	3.952547904361382	4.618285648153916	4.305999695513277	4.361754325352442	4.417879512435225
C12orf26	2.3513852212903883	0.9957775506792019	1.3876492865813463	0.8628948936014549	1.44778018130757	1.3531425900568832
C12orf29	1.6605407680205169	1.7604338746701116	2.12907525389978	2.174540646205823	2.044250717088219	2.125687466110297
C12orf32	2.6849668137371543	3.41458613563659	3.6927061576282316	3.348327330264659	4.804776377955828	3.456976950007782
C12orf33	0.07381899963267653	0.0	0.0	0.0	0.0	0.04388074336338542
C12orf34	0.07565160153970561	0.39469631940470534	0.37298997512223886	0.24082597550395002	0.5206314398558625	0.32386001214647575
C12orf35	3.6046051169849056	4.084574561925513	3.447345119794904	2.960346747118469	3.4509195755398654	4.371273083117521
C12orf36	0.0	0.1139303520411213	0.42050503878179996	0.45592396981241406	0.576480537396665	0.09320087737396912
C12orf37	0.0	0.0	0.0	0.0	0.0	0.0
C12orf39	0.9742062300926502	0.6563361893333386	1.5752929655233632	2.158676330855604	2.187694913807373	1.8912402971252444
C12orf4	2.6505968475570687	2.2978223659283756	2.601639473045196	2.8058929375647086	2.026300782774896	2.774843975762256
C12orf40	0.0	0.0	0.02735706221357648	0.0	0.0	0.0
C12orf42	0.0	0.03925310290845706	0.0	0.0	0.0	0.09789364499067889
C12orf43	2.4135101393772733	2.8628024754817174	2.8201360639425577	2.7496415272537793	2.729574522194115	2.887363445870977
C12orf44	5.1379542955207915	5.703776250854077	5.140958572516677	5.2693286890763344	5.1360888252713055	5.261519532391355
C12orf45	3.7622424966904804	3.7490944199814384	3.2921058796891334	3.4379654131506334	2.94984491573435	3.199766558579028
C12orf47	2.6850946854844397	2.6396720834217917	2.6469759603765883	2.3429557544105717	2.613915848965438	2.701096549723254
C12orf49	1.8878371710867412	2.2312972262591795	2.8139248123743066	3.018746324009363	3.2194984629117482	2.62618211549718
C12orf5	0.6683751372130726	0.9325336748818207	1.0463932707236558	1.129170894573549	0.9624897962534747	2.4360712015238946
C12orf50	0.0	0.0	0.0	0.022325197407074473	0.0	0.0
C12orf51	2.4300898669101234	3.2847169609610236	3.40827980290921	2.6666020902849157	3.539493849759707	2.995479091801315
C12orf52	2.634428313205941	3.54541242915416	3.643290542444575	3.3535406671890837	3.2383634642805017	3.167693511216288
C12orf53	0.3832823763887711	0.7691073542651551	1.0988507117277029	0.45190475770868144	0.33403388758412217	0.9213951974151603
C12orf54	0.0	0.18361608917459993	0.052847246951775825	0.04959187716018844	0.13336019267698881	0.0982056845409519
C12orf56	0.0	0.2636894810861165	0.36628024432506096	0.0	1.0218137117384956	0.21153184401805522
C12orf57	8.783047335043387	8.055933128607412	7.424804545418653	7.55698878817694	7.268780577887556	8.10788660276748
C12orf59	0.10076859312968024	0.16241888321371112	0.05428809556048387	0.29228231364924284	0.26348517760465023	0.13936209113778156
C12orf60	0.6765671110222353	0.0	1.0681686172486122	0.0	0.0	0.0
C12orf61	0.4005302789079229	0.29785698679050177	0.3828111001125516	0.6060422926980902	0.4160992926779489	0.6105469979598848
C12orf65	2.7950583074569173	3.024940174138235	2.969795167094557	2.645035255303821	0.0	2.7886021947351414
C12orf66	1.281229390750027	0.5232457830226115	1.1440333134939107	0.7559173256475807	1.066647211711065	0.9482591947967709
C12orf68	2.636234822736437	3.2798248686066382	2.6349045410399037	2.5646098592224984	2.032368898514994	2.9877283287986938
C12orf69	1.9149892332533656	0.692919915713623	0.32053897662903486	2.4074941582382525	0.5026055685650723	1.0937494583144125
C12orf70	0.22931227705838447	0.6984798735514205	0.0	0.23476739447274259	0.21736722284153093	0.16092793070974157
C12orf71	0.0	0.0	0.13775007237973122	0.04446686432889979	0.04105804183054679	0.02995997508439117
C12orf73	0.0	0.0	1.8610382568778618	0.0	0.0	0.0
C12orf74	0.022774728810627237	0.0	0.2017869041779376	0.0	0.0	0.16425981075631732
C12orf75	3.3324558874789134	5.257674467350772	5.456425059228342	4.916089644528746	5.645574858140496	5.911986321679895
C12orf76	1.5822910430345238	2.4435642186445143	2.646545174137576	0.0	0.0	3.2054879178982674
C12orf77	0.0	0.06668784927151203	0.0	0.0	0.0	0.0
C13orf15	9.545203896428776	8.543260003301324	7.2791741084890464	10.842884575984582	7.235459018344946	7.630987837388947
C13orf33	4.308986959617946	6.147263954642773	6.482885382307398	5.368768349090335	5.3335167616560275	5.49296194228161
C13orf35	0.0	0.0	0.0	0.0	0.0	0.0
C14orf1	4.57474942458157	4.140328765760871	4.050249181950244	3.5926962207627864	3.7784609208072473	3.888743248898259
C14orf101	2.5969232192384513	2.426353326748471	3.2472211793066377	3.339686131919231	3.124837620800824	2.882285020950401
C14orf102	3.646416143600628	2.140392576883712	1.9172522427877075	1.6955885548110212	2.182234630027888	2.02462464148794
C14orf105	0.5490510572624114	0.9669922263598644	1.6318120656074817	1.0327144753305961	1.1586730997682557	0.8345316261024834
C14orf109	3.958926172861455	4.249536359983751	3.474968113336927	4.397091020172428	3.6136023715297836	4.6395852676965
C14orf118	1.3551572556724734	1.3052643174302978	1.2666246499866647	1.9343730741518872	2.1776148741450245	1.6890978402051853
C14orf119	4.5142043367660625	4.391465294101383	4.850544419140598	4.57106999816771	4.307829218165491	4.794504244960861
C14orf126	1.3851714667934856	1.408592310724453	2.075114993511095	1.605740846284272	3.12197190569409	1.6393572068384905
C14orf129	2.9989951737320304	2.7829117428808163	3.2930172720495086	3.1460197490025936	3.1453464939672178	3.2480338133724387
C14orf132	1.8484416689618761	2.2853045562000918	2.921641980172209	2.1362898380034037	2.748132724859567	3.3937429253867846
C14orf133	3.622028384625784	3.9938373689301145	3.3066661727891202	3.17885165484968	3.17685411001477	3.368062890098504
C14orf135	1.7122171746368746	3.6709875883816134	3.319753758469195	3.27570735959614	3.304803055785424	3.2472044661392743
C14orf142	3.100180414145402	3.6202110263241134	5.509803501725302	3.5427904484011807	0.0	3.7962966420559225
C14orf149	2.291744991787934	3.4729166170550645	1.7893787058748527	2.7785639487511187	2.298409047937168	2.912743742396579
C14orf159	5.0873525132934425	4.682567679365297	4.052120229626917	3.754043011282918	4.0988911258062695	3.626672752605993
C14orf162	0.12277845737325262	0.03714841968737982	0.05992269068127306	0.0	0.051793049693162244	0.0
C14orf165	0.0	0.0	0.0	0.0	0.0	0.0
C14orf166	6.3852912477678325	6.347693999736515	6.262718781770959	6.920471958448327	6.123306139857701	6.680324356844016
C14orf166B	0.4808348482324546	0.0	0.0	0.10630690759935892	0.0	0.0
C14orf167	0.0	0.0	2.4227604569152366	1.2245280894602846	0.0	1.9459746972936725
C14orf169	2.061413318469934	2.6989585309830675	3.2114405760303923	2.5023535176218474	2.343714806510339	2.5437334260024347
C14orf176	0.0	0.0	0.0	0.0	0.0	0.0
C14orf177	0.0	0.0	0.0	0.0	0.0	0.0
C14orf178	0.0	0.0	0.0	0.0	0.0	0.0
C14orf180	0.2143461674360858	0.225208285445599	0.021733136213463556	0.1369326281891513	0.10886337084849555	0.2329946866953021
C14orf182	1.7356694719734844	2.5031578898678157	1.6800047228492303	2.5303904176176815	1.5438917659941853	1.3717428467691621
C14orf183	0.18419014300172634	0.0	0.0	0.0	0.0	0.0
C14orf2	7.757356671141102	7.268621530546396	6.655871277050658	6.699121269441703	6.196837167701263	8.521459107572728
C14orf21	0.0	0.0	2.913787478479485	0.0	3.669752467255762	0.0
C14orf23	1.45817198959259	0.9198411722204134	0.3734355147088633	0.7567756622100587	0.3829571458426355	0.49383585566832483
C14orf28	1.7853203717323887	1.2505311255098246	1.6233752694147943	1.8964694912716265	1.8870806962099356	1.868785522555352
C14orf37	0.9795915122621418	0.8178450676116198	0.7844964448806324	1.114546934131587	1.37639041265324	1.1208495644141532
C14orf38	0.0	0.0	0.0	0.0	0.0	0.0
C14orf39	0.0	0.0	0.0	0.0	0.0	0.0
C14orf43	1.4290374312744705	2.2984530394716374	3.0700251731881947	2.661715401514084	2.754759256904405	1.9398245985160398
C14orf45	1.7742409719468861	0.0	2.0632371582124973	0.0	0.0	0.0
C14orf49	0.6021993518578265	1.410786111194302	0.7604074732796214	0.7708172084861544	2.1672840567779983	0.489364129023092
C14orf55	0.15266758999535748	0.21800242919623394	0.21083644195937823	0.45830115216840095	0.2664339554072797	0.14688066633053778
C14orf64	0.2994638885763146	0.1355143816387993	0.23872328179460725	1.3297321273341784	0.9155124873965056	0.07036074850656279
C14orf79	3.3966582070000637	3.6308480910092356	3.509594507730853	2.7042279184861693	3.4076600219778053	3.1920078972254933
C14orf80	3.4628114322266748	3.3191207661193447	2.2696944795098366	7.794890188089701	2.4833798401908296	8.627526588904201
C14orf93	2.2386370805052214	2.3408983365241673	2.4175150028850863	2.070303450630687	2.024074953529003	2.4575286297468035
C15orf17	3.5067669485524093	3.844958037473832	4.346878903755423	4.157051796978526	4.147689304175849	4.567368993886926
C15orf2	0.08925813367336426	0.07839437068338473	0.013846560442696347	0.05812777250137111	0.015438764243882415	0.05776660795878304
C15orf23	1.4657968911096804	1.8247800706924722	2.40813031871689	1.9380448520460716	1.7746162976441942	2.1812711469378225
C15orf24	6.237460468317687	6.6256241050697335	6.23771857946397	6.931423045992414	5.795444881693124	6.348970648231357
C15orf26	0.2989421349619738	0.06353414283760245	0.17346903345770284	0.14094745104192774	0.23010830649139744	0.17696354440039228
C15orf27	0.03420627579846345	0.15356021920089713	0.07937456091530784	0.04516307195694001	0.529021309529867	0.1540763427704809
C15orf29	2.6560821512179764	2.5341413071276877	2.741669758444184	3.148623411826195	3.7737115545656117	3.0317357139910732
C15orf32	0.0	0.028950425912055835	0.0	0.0	0.0	0.0
C15orf33	0.0	0.0	0.0	0.0	0.0	0.0
C15orf34	0.0	0.0	0.0	0.0	0.0	0.0
C15orf37	2.508869760726334	2.116890366230134	2.3329227109589517	1.2532147818002957	1.3442433484683154	1.71980113662847
C15orf38	3.3191308846195806	3.940843295689463	3.9287303596110426	3.8748363026504746	4.033017668438344	3.8190550099910623
C15orf38-AP3S2	3.3191308846195806	3.940843295689463	3.9287303596110426	3.8748363026504746	4.033017668438344	3.8190550099910623
C15orf39	3.3333965398123744	3.686982278870002	3.694144732220351	4.1611782500798125	4.361171791158579	3.6526471041136235
C15orf40	2.8208692481140765	2.5498071503318234	2.4935884158937065	2.233796048627903	2.183978709480619	2.4810612286556326
C15orf41	0.8082186316942673	1.1465183746362675	1.3146095263472828	1.2141496791908475	1.1725195181507648	1.3772015053808195
C15orf42	0.140204080498808	0.26357771864837115	0.0	0.0	0.3492033333476848	0.3240109963564848
C15orf43	0.0	0.0	0.0	0.0	0.0	0.0
C15orf44	3.4230819491474405	3.5499155536219553	4.062449873885243	4.038936542889432	3.7388867056517276	4.166313747889934
C15orf48	3.6030743807423806	3.734438666137167	2.5035802602373667	3.5720529051521384	3.2799615206505934	2.157658180296361
C15orf5	0.05752901605610818	0.0	0.0	0.05146885824029268	0.0	0.0
C15orf50	0.0	0.0	0.06301980017674132	0.05914051882966602	0.13255565447322515	0.11608164659497584
C15orf52	2.9450664037402023	1.5239382622037942	1.5906786609482217	2.3199069066680056	1.8339384976831161	1.8622093513670548
C15orf53	0.020504619369806697	0.04757998691760227	0.0	0.0	0.016702689685536728	0.012120413762416264
C15orf54	0.0	0.0	0.0	0.011588766949357348	0.0	0.0
C15orf55	0.0	0.012321917583128452	0.01972681895086065	0.0	0.008505060583993173	0.024484792364888146
C15orf56	0.13215644227113554	0.17424916450996408	0.0	0.10138988348977204	0.0	0.0
C15orf57	2.943540682329459	3.4779233676771764	3.604189961475012	3.4296949587976457	3.5308323520799787	3.715717689222389
C15orf58	0.9558922948011158	1.145233982465123	1.4412284888539242	0.859702446067701	0.9869212950517169	1.062024976238594
C15orf59	0.8720186533584608	1.7519649566844306	1.2934058006645501	1.1900458868944388	1.4897432960401138	1.2523127095246906
C15orf60	0.0	0.0	0.0	0.0	0.0	0.0
C15orf61	2.679657997466664	2.3686091271053575	2.3584469016894567	2.2469461471134005	2.086083984452415	2.4388197915315755
C15orf62	0.0	1.3118808870259568	4.254276566823155	1.8167307615937032	1.3894621850461504	0.0
C15orf63	8.277743038450758	8.208995139711377	7.353676157751641	7.592711168414648	6.9468828871131825	8.120268986333581
C16orf11	0.0	0.0	0.0	0.0	0.0	0.0
C16orf13	6.351501126636212	6.052348505363166	5.103065353917876	5.224557414867346	5.095793643468318	5.900098775928976
C16orf3	0.0	0.4229251129330437	0.36683526777556863	0.3463760079427673	0.0	0.40407693181505866
C16orf42	6.402710240731924	6.054379655147946	5.642513859106144	5.463782645694464	4.83647457761198	5.877852202681772
C16orf45	2.5434414410762534	3.9562983207723397	3.889473542531109	3.9317019651277856	4.520818228111586	3.907977016705402
C16orf46	1.5238379234948782	4.60701658594959	5.049395526529272	4.102859657922056	4.827209306340629	4.653197628510251
C16orf48	4.948441992791381	4.343599695085394	4.144911074648074	3.9410499545706794	4.966001249680876	5.044197374801808
C16orf5	4.339679006672395	4.717632558987406	4.7461461265996965	4.652268496693019	4.0623807933560805	5.768441075174984
C16orf52	1.7570104414650625	1.508225798898102	1.867611849501141	2.370261945177191	2.191152017934312	2.1542818330462525
C16orf53	6.712279365259691	7.280334648482391	7.46121748738378	7.124452214675534	7.372734493567326	7.230145359759169
C16orf54	0.36318790145310664	0.4713414783988312	0.4714340894221396	0.8741611352306371	0.5228421853414823	0.5185089537036652
C16orf55	1.484065930179386	1.962297292783601	1.388382434771358	1.174259392934873	0.0	0.0
C16orf57	3.9071021753657127	3.937673951937141	3.6547219432922713	3.8368128561956083	3.6972400481829175	3.9228353102323874
C16orf58	4.913621871689001	5.504900006634763	5.450828540826976	5.413323280899062	5.274261661257048	5.338752424807959
C16orf59	1.0574433402991825	1.739204361611393	0.0	0.7007078125542281	0.6592368316204197	1.2488141187505812
C16orf62	3.433927558192023	5.4887463563265335	4.099244700710254	4.694802207175729	3.6829777345901156	3.96882804350931
C16orf7	4.728589927471236	4.365335598172476	3.9967502788491847	4.147208996033602	4.2873540850292065	4.2401998251834145
C16orf70	0.0	3.9817248138880856	5.035667893665143	4.349336966974193	4.4139257450010545	4.342704070339183
C16orf71	0.0	0.0	0.0	0.0	0.0	0.0
C16orf72	3.2489340115454635	2.9019674239307323	3.3695390702543904	3.3823642964757914	3.4962961603586047	3.4339569264104415
C16orf73	0.0	0.0	0.0	0.0	0.0	0.0
C16orf74	1.4885509987629526	2.1931819311041045	1.2166038609190994	1.140909506541662	1.453875739273343	1.49069334468973
C16orf78	0.0	0.0	0.0	0.0	0.0	0.0
C16orf79	3.126492208140683	3.352211903311185	2.7747153842040855	2.607709063957367	2.973569031761679	2.9884774690759732
C16orf80	3.5229471115199287	4.548294814367897	4.187569822056225	4.233435613558178	4.289000765544654	4.3179262845544475
C16orf82	0.0	0.04243450106456335	0.0	0.016177508259862375	0.0	0.0
C16orf86	2.6804976498962776	2.41184380754148	2.3724813348933953	0.0	0.0	0.0
C16orf87	1.6424797794069164	2.0710933286751376	2.8728405767837506	2.456330428178521	2.400341185027083	2.575171927358353
C16orf88	0.0	0.0	0.0	0.0	0.0	0.0
C16orf89	0.880037391209631	0.8868131054969858	0.0	0.4408544209087822	0.6624780589401226	0.9311126732539372
C16orf90	0.0	0.0	0.05168852017521275	0.0	0.0	0.0
C16orf91	3.2038510842124373	3.9334498906602238	3.164750885993234	2.4574393244815074	3.105170162523855	3.8873790442393537
C16orf92	0.0	0.0	0.0	0.0	0.0	0.0
C16orf93	0.0	0.0	0.0	0.0	0.0	0.0
C16orf95	2.259643095285319	3.927194841410912	4.086027919292014	3.6906517518611572	3.7538398321186346	4.014301726572704
C16orf96	0.0578126247375979	0.013721224888791227	0.0754958017562472	0.09047665497338402	0.055972750675353296	0.10615612605466844
C17orf100	0.6796904220732412	0.0	0.9438260811638343	0.6034390569205463	0.0	0.0
C17orf101	3.3699200900185184	3.7842108075613585	3.9244894937439683	3.9177563491260647	2.9195212422886376	3.9155304613235993
C17orf102	0.019908253107635616	0.0	0.0	0.0	0.0	0.02316520322541081
C17orf103	1.4442642008142474	1.880442607071823	2.5460103647538093	2.494692089785262	3.171339751676715	2.339525092750829
C17orf104	0.06640790902924665	0.029455288804265466	0.0	0.0	0.10529281615609906	0.0
C17orf105	0.0	0.0	0.0	0.0	0.0	0.0
C17orf107	0.0	0.0	0.0	0.0	0.0	0.0
C17orf108	3.247458181566384	3.2194907186486215	2.9347787859320236	2.989420614304644	3.3633168814949026	3.1152979791715576
C17orf109	0.0	0.0	0.0	0.0	0.0	0.0
C17orf110	2.798616695166642	2.770099587231972	3.211588533171674	1.938108855615275	3.1193229730893206	2.627396721609985
C17orf28	4.012327310277539	4.77945935117593	4.491994152948795	4.030998118171895	4.660118578707437	4.081109500603527
C17orf39	1.5541467667465128	1.5525049552019066	2.0700320448825034	2.142932910616429	2.2005294632278463	2.350372773907176
C17orf47	0.33238599415421693	0.0	0.0	0.0	0.0	0.0
C17orf48	2.5436468264683305	2.283889185398627	2.194260442542674	2.2633229159919175	2.4734882129546594	2.6839075102045054
C17orf49	9.183136616499896	8.484077695324531	7.941980726732959	8.502855666502743	7.937685720537303	8.131167594025126
C17orf50	0.04509329851503603	0.0	0.0	0.0	0.0	0.05451635849687941
C17orf51	0.7611337611479901	0.9455290494385622	1.099409672681892	1.322528131225465	1.0803029145699419	1.2300185137126256
C17orf53	1.076401751388473	1.40686859881347	0.7136069632054421	0.9161976327231716	0.8493820301538139	1.4489855022229745
C17orf56	3.0945367407573543	3.9519607287811294	3.54246855643157	3.7049162182267246	3.6186380435605043	3.736713100440205
